listing_id,title,property_type,bedrooms,bathrooms,area_sqft,price_aed,price_per_sqft,location,building,developer,agent_id,listing_status,listing_date,last_updated,views_count,furnished,parking_spaces,balcony,gym_access,pool_access,security,description
LST-007710,3BR Apartment in Jumeirah Heights,apartment,3,3,2177,1989272,913,Jumeirah,Jumeirah Heights,Damac Properties,Emily Chen,withdrawn,2025-08-28,2025-08-31,1299,True,0,False,True,False,True,"Beautiful 3-bedroom apartment in prestigious Jumeirah Heights, Jumeirah. Features 3 bathrooms, 2177 sqft of living space. Perfect for families."
LST-007711,4BR Apartment in Marina Heights,apartment,4,5,2651,2802712,1057,Dubai Marina,Marina Heights,Meraas,Rachel Green,under_contract,2025-06-21,2025-08-31,1061,False,0,True,False,False,False,"Beautiful 4-bedroom apartment in prestigious Marina Heights, Dubai Marina. Features 5 bathrooms, 2651 sqft of living space. Perfect for families."
LST-007712,1BR Studio in Jumeirah Heights,studio,1,3,863,814337,943,Jumeirah,Jumeirah Heights,Union Properties,Michael Brown,withdrawn,2025-04-12,2025-08-31,322,False,1,False,False,False,False,"Beautiful 1-bedroom studio in prestigious Jumeirah Heights, Jumeirah. Features 3 bathrooms, 863 sqft of living space. Perfect for professionals."
LST-007713,1BR Studio in Jumeirah Heights,studio,1,3,710,430558,606,Jumeirah,Jumeirah Heights,Nakheel,Mohammed Al Rashid,withdrawn,2025-05-11,2025-08-31,900,True,1,False,True,False,True,"Beautiful 1-bedroom studio in prestigious Jumeirah Heights, Jumeirah. Features 3 bathrooms, 710 sqft of living space. Perfect for professionals."
LST-007714,5BR Penthouse in Marina Gate,penthouse,5,5,2594,4662179,1797,Dubai Marina,Marina Gate,Binghatti Developers,Khalid Al Suwaidi,withdrawn,2025-06-25,2025-08-31,1077,False,3,False,True,True,True,"Beautiful 5-bedroom penthouse in prestigious Marina Gate, Dubai Marina. Features 5 bathrooms, 2594 sqft of living space. Perfect for families."
LST-007715,3BR Penthouse in DIFC Residences,penthouse,3,3,2397,5825209,2430,DIFC,DIFC Residences,Nakheel,Aisha Al Falasi,withdrawn,2025-01-12,2025-08-31,1544,True,3,False,True,True,False,"Beautiful 3-bedroom penthouse in prestigious DIFC Residences, DIFC. Features 3 bathrooms, 2397 sqft of living space. Perfect for families."
LST-007716,2BR Townhouse in Jumeirah Residences,townhouse,2,2,1353,3003773,2220,Jumeirah,Jumeirah Residences,Meraas,Michael Brown,active,2024-10-17,2025-08-31,1907,True,2,True,True,False,False,"Beautiful 2-bedroom townhouse in prestigious Jumeirah Residences, Jumeirah. Features 2 bathrooms, 1353 sqft of living space. Perfect for professionals."
LST-007717,7BR Villa in DIFC Heights,villa,7,8,3147,4921036,1563,DIFC,DIFC Heights,Azizi Developments,Khalid Al Suwaidi,active,2025-05-29,2025-08-31,1764,True,1,False,True,False,False,"Beautiful 7-bedroom villa in prestigious DIFC Heights, DIFC. Features 8 bathrooms, 3147 sqft of living space. Perfect for families."
LST-007718,2BR Penthouse in Jumeirah Residences,penthouse,2,3,918,4717409,5138,Jumeirah,Jumeirah Residences,Nakheel,Michael Brown,sold,2025-02-07,2025-08-31,752,True,0,True,False,False,True,"Beautiful 2-bedroom penthouse in prestigious Jumeirah Residences, Jumeirah. Features 3 bathrooms, 918 sqft of living space. Perfect for professionals."
LST-007719,3BR Penthouse in Downtown Views,penthouse,3,4,1440,3755615,2608,Downtown Dubai,Downtown Views,Damac Properties,Michael Brown,withdrawn,2024-12-27,2025-08-31,79,True,2,False,True,False,False,"Beautiful 3-bedroom penthouse in prestigious Downtown Views, Downtown Dubai. Features 4 bathrooms, 1440 sqft of living space. Perfect for families."
LST-007720,1BR Studio in Palm Residences,studio,1,2,966,1010313,1045,Palm Jumeirah,Palm Residences,Sobha Realty,Abdullah Al Muhairi,sold,2025-07-10,2025-08-31,173,False,1,False,False,True,False,"Beautiful 1-bedroom studio in prestigious Palm Residences, Palm Jumeirah. Features 2 bathrooms, 966 sqft of living space. Perfect for professionals."
LST-007721,2BR Apartment in DIFC Heights,apartment,2,3,1419,1494656,1053,DIFC,DIFC Heights,Deyaar Development,Amanda Davis,sold,2025-07-21,2025-08-31,472,True,0,False,True,True,True,"Beautiful 2-bedroom apartment in prestigious DIFC Heights, DIFC. Features 3 bathrooms, 1419 sqft of living space. Perfect for professionals."
LST-007722,1BR Apartment in Ranches Central,apartment,1,3,1525,1790364,1174,Arabian Ranches,Ranches Central,Deyaar Development,Sarah Johnson,under_contract,2025-08-27,2025-08-31,1872,True,3,False,False,False,True,"Beautiful 1-bedroom apartment in prestigious Ranches Central, Arabian Ranches. Features 3 bathrooms, 1525 sqft of living space. Perfect for professionals."
LST-007723,3BR Villa in Hills Views,villa,3,4,2424,4263465,1758,Emirates Hills,Hills Views,Meraas,Emily Chen,sold,2025-01-03,2025-08-31,136,True,0,False,False,False,False,"Beautiful 3-bedroom villa in prestigious Hills Views, Emirates Hills. Features 4 bathrooms, 2424 sqft of living space. Perfect for families."
LST-007724,2BR Penthouse in Jumeirah Residences,penthouse,2,4,1231,4270615,3469,Jumeirah,Jumeirah Residences,Azizi Developments,Lisa Thompson,sold,2024-10-06,2025-08-31,858,True,3,True,False,False,False,"Beautiful 2-bedroom penthouse in prestigious Jumeirah Residences, Jumeirah. Features 4 bathrooms, 1231 sqft of living space. Perfect for professionals."
LST-007725,4BR Villa in Palm Residences,villa,4,5,2183,4895216,2242,Palm Jumeirah,Palm Residences,Binghatti Developers,Sarah Johnson,sold,2025-02-24,2025-08-31,712,False,2,True,True,True,False,"Beautiful 4-bedroom villa in prestigious Palm Residences, Palm Jumeirah. Features 5 bathrooms, 2183 sqft of living space. Perfect for families."
LST-007726,2BR Penthouse in JBR Residences,penthouse,2,2,1997,4814570,2410,JBR,JBR Residences,Azizi Developments,Lisa Thompson,sold,2024-10-13,2025-08-31,1035,False,2,False,True,True,True,"Beautiful 2-bedroom penthouse in prestigious JBR Residences, JBR. Features 2 bathrooms, 1997 sqft of living space. Perfect for professionals."
LST-007727,7BR Villa in Jumeirah Residences,villa,7,8,3665,4301994,1173,Jumeirah,Jumeirah Residences,Al Habtoor Group,Omar Al Zaabi,withdrawn,2025-05-18,2025-08-31,292,False,2,True,False,True,False,"Beautiful 7-bedroom villa in prestigious Jumeirah Residences, Jumeirah. Features 8 bathrooms, 3665 sqft of living space. Perfect for families."
LST-007728,0BR Studio in The Address,studio,0,2,1283,1294640,1009,Downtown Dubai,The Address,Azizi Developments,Amanda Davis,under_contract,2025-06-25,2025-08-31,1042,True,2,False,True,True,True,"Beautiful 0-bedroom studio in prestigious The Address, Downtown Dubai. Features 2 bathrooms, 1283 sqft of living space. Perfect for professionals."
LST-007729,5BR Villa in JBR Gardens,villa,5,6,3391,5144854,1517,JBR,JBR Gardens,Sobha Realty,Ahmed Al Mansouri,withdrawn,2024-10-18,2025-08-31,107,True,3,True,True,False,True,"Beautiful 5-bedroom villa in prestigious JBR Gardens, JBR. Features 6 bathrooms, 3391 sqft of living space. Perfect for families."
LST-007730,1BR Apartment in Palm Gardens,apartment,1,3,1667,1636980,981,Palm Jumeirah,Palm Gardens,Deyaar Development,Lisa Thompson,withdrawn,2025-07-28,2025-08-31,1317,False,0,False,True,False,True,"Beautiful 1-bedroom apartment in prestigious Palm Gardens, Palm Jumeirah. Features 3 bathrooms, 1667 sqft of living space. Perfect for professionals."
LST-007731,1BR Studio in Jumeirah Residences,studio,1,2,2157,1500000,695,Jumeirah,Jumeirah Residences,Deyaar Development,David Wilson,withdrawn,2025-02-11,2025-08-31,997,False,1,True,True,True,False,"Beautiful 1-bedroom studio in prestigious Jumeirah Residences, Jumeirah. Features 2 bathrooms, 2157 sqft of living space. Perfect for professionals."
LST-007732,6BR Penthouse in Ranches Residences,penthouse,6,7,3019,5335629,1767,Arabian Ranches,Ranches Residences,Sobha Realty,Jennifer Smith,active,2025-05-21,2025-08-31,982,False,2,True,True,False,True,"Beautiful 6-bedroom penthouse in prestigious Ranches Residences, Arabian Ranches. Features 7 bathrooms, 3019 sqft of living space. Perfect for families."
LST-007733,4BR Apartment in The Address,apartment,4,5,1947,2714692,1394,Downtown Dubai,The Address,Nakheel,Mohammed Al Rashid,sold,2025-05-24,2025-08-31,1182,False,3,True,True,False,False,"Beautiful 4-bedroom apartment in prestigious The Address, Downtown Dubai. Features 5 bathrooms, 1947 sqft of living space. Perfect for families."
LST-007734,5BR Villa in Marina Heights,villa,5,5,2118,4429692,2091,Dubai Marina,Marina Heights,Dubai Properties,Lisa Thompson,sold,2024-10-19,2025-08-31,1067,False,1,True,True,True,False,"Beautiful 5-bedroom villa in prestigious Marina Heights, Dubai Marina. Features 5 bathrooms, 2118 sqft of living space. Perfect for families."
LST-007735,2BR Apartment in Bay Residences,apartment,2,4,1176,1642397,1396,Business Bay,Bay Residences,Deyaar Development,Amanda Davis,withdrawn,2025-07-27,2025-08-31,72,True,1,False,True,False,False,"Beautiful 2-bedroom apartment in prestigious Bay Residences, Business Bay. Features 4 bathrooms, 1176 sqft of living space. Perfect for professionals."
LST-007736,5BR Townhouse in DIFC Central,townhouse,5,6,2281,3990765,1749,DIFC,DIFC Central,Dubai Properties,Jennifer Smith,withdrawn,2025-07-09,2025-08-31,96,False,2,True,False,False,True,"Beautiful 5-bedroom townhouse in prestigious DIFC Central, DIFC. Features 6 bathrooms, 2281 sqft of living space. Perfect for families."
LST-007737,1BR Studio in Jumeirah Central,studio,1,2,840,665736,792,Jumeirah,Jumeirah Central,Meraas,Aisha Al Falasi,under_contract,2024-12-14,2025-08-31,1082,True,0,True,False,True,True,"Beautiful 1-bedroom studio in prestigious Jumeirah Central, Jumeirah. Features 2 bathrooms, 840 sqft of living space. Perfect for professionals."
LST-007738,2BR Penthouse in Downtown Views,penthouse,2,2,1028,3051391,2968,Downtown Dubai,Downtown Views,Sobha Realty,Ali Hassan,under_contract,2025-02-24,2025-08-31,1468,False,2,True,False,True,True,"Beautiful 2-bedroom penthouse in prestigious Downtown Views, Downtown Dubai. Features 2 bathrooms, 1028 sqft of living space. Perfect for professionals."
LST-007739,3BR Apartment in Bay Residences,apartment,3,5,2796,3395136,1214,Business Bay,Bay Residences,Damac Properties,Emily Chen,active,2024-09-03,2025-08-31,1388,True,3,False,False,False,True,"Beautiful 3-bedroom apartment in prestigious Bay Residences, Business Bay. Features 5 bathrooms, 2796 sqft of living space. Perfect for families."
LST-007740,1BR Studio in DIFC Views,studio,1,1,1069,831117,777,DIFC,DIFC Views,Union Properties,Abdullah Al Muhairi,sold,2024-11-26,2025-08-31,1093,False,3,False,True,False,True,"Beautiful 1-bedroom studio in prestigious DIFC Views, DIFC. Features 1 bathrooms, 1069 sqft of living space. Perfect for professionals."
LST-007741,4BR Townhouse in Ranches Central,townhouse,4,4,1402,2083682,1486,Arabian Ranches,Ranches Central,Nakheel,Abdullah Al Muhairi,active,2025-07-15,2025-08-31,894,False,2,True,False,True,False,"Beautiful 4-bedroom townhouse in prestigious Ranches Central, Arabian Ranches. Features 4 bathrooms, 1402 sqft of living space. Perfect for families."
LST-007742,3BR Penthouse in Hills Heights,penthouse,3,5,1835,3934032,2143,Emirates Hills,Hills Heights,Nakheel,Khalid Al Suwaidi,active,2024-09-25,2025-08-31,753,False,0,True,False,False,True,"Beautiful 3-bedroom penthouse in prestigious Hills Heights, Emirates Hills. Features 5 bathrooms, 1835 sqft of living space. Perfect for families."
LST-007743,4BR Villa in The Residences,villa,4,5,2844,4191731,1473,Downtown Dubai,The Residences,Emaar Properties,Khalid Al Suwaidi,active,2025-06-05,2025-08-31,723,True,0,False,False,True,False,"Beautiful 4-bedroom villa in prestigious The Residences, Downtown Dubai. Features 5 bathrooms, 2844 sqft of living space. Perfect for families."
LST-007744,3BR Penthouse in Marina Heights,penthouse,3,5,1438,4934749,3431,Dubai Marina,Marina Heights,Binghatti Developers,Emily Chen,withdrawn,2025-01-08,2025-08-31,1602,True,2,False,True,True,False,"Beautiful 3-bedroom penthouse in prestigious Marina Heights, Dubai Marina. Features 5 bathrooms, 1438 sqft of living space. Perfect for families."
LST-007745,3BR Townhouse in Ranches Views,townhouse,3,5,1389,2625445,1890,Arabian Ranches,Ranches Views,Sobha Realty,Emily Chen,under_contract,2025-05-10,2025-08-31,709,False,1,False,True,False,True,"Beautiful 3-bedroom townhouse in prestigious Ranches Views, Arabian Ranches. Features 5 bathrooms, 1389 sqft of living space. Perfect for families."
LST-007746,0BR Studio in Marina Heights,studio,0,1,1485,1387531,934,Dubai Marina,Marina Heights,Azizi Developments,Lisa Thompson,under_contract,2024-11-23,2025-08-31,167,False,1,True,True,True,False,"Beautiful 0-bedroom studio in prestigious Marina Heights, Dubai Marina. Features 1 bathrooms, 1485 sqft of living space. Perfect for professionals."
LST-007747,3BR Apartment in JBR Views,apartment,3,5,2201,2018191,916,JBR,JBR Views,Azizi Developments,Jennifer Smith,sold,2025-06-30,2025-08-31,1867,False,2,False,True,True,True,"Beautiful 3-bedroom apartment in prestigious JBR Views, JBR. Features 5 bathrooms, 2201 sqft of living space. Perfect for families."
LST-007748,3BR Townhouse in Palm Vista,townhouse,3,5,1628,2810965,1726,Palm Jumeirah,Palm Vista,Omniyat,Amanda Davis,under_contract,2024-11-29,2025-08-31,932,True,2,True,False,True,False,"Beautiful 3-bedroom townhouse in prestigious Palm Vista, Palm Jumeirah. Features 5 bathrooms, 1628 sqft of living space. Perfect for families."
LST-007749,0BR Studio in Burj Vista,studio,0,1,829,703508,848,Downtown Dubai,Burj Vista,Al Habtoor Group,Mohammed Al Rashid,active,2025-02-17,2025-08-31,1061,True,0,False,False,False,True,"Beautiful 0-bedroom studio in prestigious Burj Vista, Downtown Dubai. Features 1 bathrooms, 829 sqft of living space. Perfect for professionals."
LST-007750,6BR Penthouse in Jumeirah Views,penthouse,6,7,2884,5495447,1905,Jumeirah,Jumeirah Views,Deyaar Development,Sarah Johnson,active,2025-04-12,2025-08-31,724,False,0,True,True,False,False,"Beautiful 6-bedroom penthouse in prestigious Jumeirah Views, Jumeirah. Features 7 bathrooms, 2884 sqft of living space. Perfect for families."
LST-007751,2BR Penthouse in Burj Views,penthouse,2,4,1991,5651421,2838,Downtown Dubai,Burj Views,Sobha Realty,Ahmed Al Mansouri,active,2025-02-15,2025-08-31,1355,True,2,False,True,False,True,"Beautiful 2-bedroom penthouse in prestigious Burj Views, Downtown Dubai. Features 4 bathrooms, 1991 sqft of living space. Perfect for professionals."
LST-007752,5BR Townhouse in Ranches Views,townhouse,5,6,2149,2554618,1188,Arabian Ranches,Ranches Views,Deyaar Development,Jennifer Smith,sold,2025-02-08,2025-08-31,1190,False,0,True,False,False,False,"Beautiful 5-bedroom townhouse in prestigious Ranches Views, Arabian Ranches. Features 6 bathrooms, 2149 sqft of living space. Perfect for families."
LST-007753,3BR Townhouse in Palm Gardens,townhouse,3,3,2782,3676637,1321,Palm Jumeirah,Palm Gardens,Al Habtoor Group,Lisa Thompson,sold,2025-03-26,2025-08-31,569,True,0,False,False,True,True,"Beautiful 3-bedroom townhouse in prestigious Palm Gardens, Palm Jumeirah. Features 3 bathrooms, 2782 sqft of living space. Perfect for families."
LST-007754,3BR Penthouse in The Address,penthouse,3,3,1162,4302532,3702,Downtown Dubai,The Address,Azizi Developments,Sarah Johnson,withdrawn,2024-11-14,2025-08-31,347,False,1,False,True,True,False,"Beautiful 3-bedroom penthouse in prestigious The Address, Downtown Dubai. Features 3 bathrooms, 1162 sqft of living space. Perfect for families."
LST-007755,3BR Townhouse in Burj Views,townhouse,3,5,2679,5054433,1886,Downtown Dubai,Burj Views,Dubai Properties,Michael Brown,sold,2024-12-29,2025-08-31,1853,True,0,False,True,True,False,"Beautiful 3-bedroom townhouse in prestigious Burj Views, Downtown Dubai. Features 5 bathrooms, 2679 sqft of living space. Perfect for families."
LST-007756,3BR Penthouse in Bay Residences,penthouse,3,3,1742,3826511,2196,Business Bay,Bay Residences,Deyaar Development,Lisa Thompson,sold,2025-07-25,2025-08-31,1906,True,2,True,True,True,False,"Beautiful 3-bedroom penthouse in prestigious Bay Residences, Business Bay. Features 3 bathrooms, 1742 sqft of living space. Perfect for families."
LST-007757,3BR Apartment in DIFC Residences,apartment,3,4,2505,2348168,937,DIFC,DIFC Residences,Nakheel,Aisha Al Falasi,withdrawn,2025-08-11,2025-08-31,179,False,1,False,False,True,True,"Beautiful 3-bedroom apartment in prestigious DIFC Residences, DIFC. Features 4 bathrooms, 2505 sqft of living space. Perfect for families."
LST-007758,3BR Penthouse in Bay Central,penthouse,3,5,1287,4547968,3533,Business Bay,Bay Central,Emaar Properties,Emily Chen,withdrawn,2024-10-19,2025-08-31,567,True,0,False,False,True,False,"Beautiful 3-bedroom penthouse in prestigious Bay Central, Business Bay. Features 5 bathrooms, 1287 sqft of living space. Perfect for families."
LST-007759,5BR Townhouse in Bay Views,townhouse,5,6,3162,3930146,1242,Business Bay,Bay Views,Emaar Properties,Aisha Al Falasi,under_contract,2025-01-31,2025-08-31,1085,False,1,False,False,True,True,"Beautiful 5-bedroom townhouse in prestigious Bay Views, Business Bay. Features 6 bathrooms, 3162 sqft of living space. Perfect for families."
LST-007760,1BR Studio in Marina Heights 2,studio,1,2,1319,1282547,972,Dubai Marina,Marina Heights 2,Deyaar Development,Aisha Al Falasi,withdrawn,2025-01-16,2025-08-31,251,True,3,False,True,False,True,"Beautiful 1-bedroom studio in prestigious Marina Heights 2, Dubai Marina. Features 2 bathrooms, 1319 sqft of living space. Perfect for professionals."
LST-007761,3BR Villa in Ranches Views,villa,3,4,1283,2755952,2148,Arabian Ranches,Ranches Views,Omniyat,Mohammed Al Rashid,withdrawn,2024-10-02,2025-08-31,1409,False,3,True,True,False,False,"Beautiful 3-bedroom villa in prestigious Ranches Views, Arabian Ranches. Features 4 bathrooms, 1283 sqft of living space. Perfect for families."
LST-007762,3BR Villa in DIFC Residences,villa,3,3,2246,3827369,1704,DIFC,DIFC Residences,Azizi Developments,Ali Hassan,sold,2025-05-18,2025-08-31,1142,True,1,False,True,False,True,"Beautiful 3-bedroom villa in prestigious DIFC Residences, DIFC. Features 3 bathrooms, 2246 sqft of living space. Perfect for families."
LST-007763,4BR Penthouse in Palm Gardens,penthouse,4,5,2495,6512709,2610,Palm Jumeirah,Palm Gardens,Binghatti Developers,Fatima Al Qassimi,sold,2025-04-23,2025-08-31,634,True,2,True,False,False,False,"Beautiful 4-bedroom penthouse in prestigious Palm Gardens, Palm Jumeirah. Features 5 bathrooms, 2495 sqft of living space. Perfect for families."
LST-007764,2BR Apartment in Marina Shores,apartment,2,2,1013,1155592,1140,Dubai Marina,Marina Shores,Damac Properties,Mohammed Al Rashid,withdrawn,2025-02-13,2025-08-31,1826,True,1,True,True,True,False,"Beautiful 2-bedroom apartment in prestigious Marina Shores, Dubai Marina. Features 2 bathrooms, 1013 sqft of living space. Perfect for professionals."
LST-007765,4BR Penthouse in Ranches Heights,penthouse,4,6,2392,6763006,2827,Arabian Ranches,Ranches Heights,Dubai Properties,Amanda Davis,withdrawn,2025-01-19,2025-08-31,1546,True,2,True,True,True,False,"Beautiful 4-bedroom penthouse in prestigious Ranches Heights, Arabian Ranches. Features 6 bathrooms, 2392 sqft of living space. Perfect for families."
LST-007766,5BR Penthouse in DIFC Heights,penthouse,5,6,3449,6108864,1771,DIFC,DIFC Heights,Dubai Properties,Fatima Al Qassimi,under_contract,2024-09-23,2025-08-31,757,False,0,True,True,True,True,"Beautiful 5-bedroom penthouse in prestigious DIFC Heights, DIFC. Features 6 bathrooms, 3449 sqft of living space. Perfect for families."
LST-007767,4BR Apartment in Ranches Central,apartment,4,6,2723,2503542,919,Arabian Ranches,Ranches Central,Select Group,Abdullah Al Muhairi,active,2025-02-06,2025-08-31,911,True,0,False,False,True,True,"Beautiful 4-bedroom apartment in prestigious Ranches Central, Arabian Ranches. Features 6 bathrooms, 2723 sqft of living space. Perfect for families."
LST-007768,0BR Studio in Bay Square,studio,0,2,1601,1188707,742,Business Bay,Bay Square,Union Properties,Michael Brown,sold,2025-01-02,2025-08-31,76,True,1,False,False,False,False,"Beautiful 0-bedroom studio in prestigious Bay Square, Business Bay. Features 2 bathrooms, 1601 sqft of living space. Perfect for professionals."
LST-007769,7BR Villa in Jumeirah Heights,villa,7,7,2182,3431674,1572,Jumeirah,Jumeirah Heights,Meraas,Omar Al Zaabi,withdrawn,2025-01-14,2025-08-31,241,False,2,True,True,True,False,"Beautiful 7-bedroom villa in prestigious Jumeirah Heights, Jumeirah. Features 7 bathrooms, 2182 sqft of living space. Perfect for families."
LST-007770,5BR Penthouse in Palm Gardens,penthouse,5,7,1820,5007878,2751,Palm Jumeirah,Palm Gardens,Damac Properties,Lisa Thompson,withdrawn,2025-05-12,2025-08-31,1452,False,1,True,False,True,False,"Beautiful 5-bedroom penthouse in prestigious Palm Gardens, Palm Jumeirah. Features 7 bathrooms, 1820 sqft of living space. Perfect for families."
LST-007771,2BR Townhouse in DIFC Residences,townhouse,2,2,2329,3088275,1326,DIFC,DIFC Residences,Al Habtoor Group,Abdullah Al Muhairi,under_contract,2025-06-08,2025-08-31,1463,False,3,True,True,True,False,"Beautiful 2-bedroom townhouse in prestigious DIFC Residences, DIFC. Features 2 bathrooms, 2329 sqft of living space. Perfect for professionals."
LST-007772,1BR Studio in Jumeirah Central,studio,1,2,1693,1358060,802,Jumeirah,Jumeirah Central,Azizi Developments,Abdullah Al Muhairi,withdrawn,2025-08-10,2025-08-31,1526,False,3,True,False,False,False,"Beautiful 1-bedroom studio in prestigious Jumeirah Central, Jumeirah. Features 2 bathrooms, 1693 sqft of living space. Perfect for professionals."
LST-007773,5BR Penthouse in Ranches Heights,penthouse,5,5,2690,5246378,1950,Arabian Ranches,Ranches Heights,Dubai Properties,Lisa Thompson,sold,2025-07-16,2025-08-31,1098,True,3,False,False,True,True,"Beautiful 5-bedroom penthouse in prestigious Ranches Heights, Arabian Ranches. Features 5 bathrooms, 2690 sqft of living space. Perfect for families."
LST-007774,5BR Villa in Hills Central,villa,5,5,2001,4114756,2056,Emirates Hills,Hills Central,Meraas,David Wilson,sold,2025-05-17,2025-08-31,352,False,1,False,True,False,True,"Beautiful 5-bedroom villa in prestigious Hills Central, Emirates Hills. Features 5 bathrooms, 2001 sqft of living space. Perfect for families."
LST-007775,0BR Studio in Jumeirah Views,studio,0,1,642,616613,960,Jumeirah,Jumeirah Views,Al Habtoor Group,Emily Chen,active,2024-09-05,2025-08-31,142,False,0,False,True,True,False,"Beautiful 0-bedroom studio in prestigious Jumeirah Views, Jumeirah. Features 1 bathrooms, 642 sqft of living space. Perfect for professionals."
LST-007776,2BR Townhouse in Jumeirah Views,townhouse,2,4,1195,2353319,1969,Jumeirah,Jumeirah Views,Omniyat,David Wilson,under_contract,2025-07-26,2025-08-31,1046,False,2,True,False,True,True,"Beautiful 2-bedroom townhouse in prestigious Jumeirah Views, Jumeirah. Features 4 bathrooms, 1195 sqft of living space. Perfect for professionals."
LST-007777,7BR Villa in The Residences,villa,7,7,1976,2795198,1414,Downtown Dubai,The Residences,Select Group,Khalid Al Suwaidi,under_contract,2024-12-12,2025-08-31,1143,False,2,True,True,False,True,"Beautiful 7-bedroom villa in prestigious The Residences, Downtown Dubai. Features 7 bathrooms, 1976 sqft of living space. Perfect for families."
LST-007778,2BR Apartment in DIFC Central,apartment,2,3,1735,2002239,1154,DIFC,DIFC Central,Deyaar Development,Rachel Green,withdrawn,2025-06-02,2025-08-31,448,False,3,True,True,True,False,"Beautiful 2-bedroom apartment in prestigious DIFC Central, DIFC. Features 3 bathrooms, 1735 sqft of living space. Perfect for professionals."
LST-007779,2BR Townhouse in Marina Heights,townhouse,2,2,1981,3471260,1752,Dubai Marina,Marina Heights,Damac Properties,Khalid Al Suwaidi,under_contract,2024-09-18,2025-08-31,208,False,0,True,True,True,True,"Beautiful 2-bedroom townhouse in prestigious Marina Heights, Dubai Marina. Features 2 bathrooms, 1981 sqft of living space. Perfect for professionals."
LST-007780,4BR Villa in Hills Central,villa,4,6,1691,3942259,2331,Emirates Hills,Hills Central,Sobha Realty,Ahmed Al Mansouri,withdrawn,2025-08-24,2025-08-31,52,False,1,True,False,False,False,"Beautiful 4-bedroom villa in prestigious Hills Central, Emirates Hills. Features 6 bathrooms, 1691 sqft of living space. Perfect for families."
LST-007781,4BR Apartment in Hills Views,apartment,4,6,2916,2761541,947,Emirates Hills,Hills Views,Damac Properties,Ahmed Al Mansouri,under_contract,2024-12-12,2025-08-31,785,False,1,False,False,True,True,"Beautiful 4-bedroom apartment in prestigious Hills Views, Emirates Hills. Features 6 bathrooms, 2916 sqft of living space. Perfect for families."
LST-007782,2BR Apartment in JBR Gardens,apartment,2,3,1397,1845134,1320,JBR,JBR Gardens,Deyaar Development,Ali Hassan,under_contract,2025-07-06,2025-08-31,475,True,3,True,True,False,True,"Beautiful 2-bedroom apartment in prestigious JBR Gardens, JBR. Features 3 bathrooms, 1397 sqft of living space. Perfect for professionals."
LST-007783,5BR Townhouse in Jumeirah Views,townhouse,5,6,2676,4608862,1722,Jumeirah,Jumeirah Views,Select Group,Michael Brown,withdrawn,2024-11-24,2025-08-31,1485,False,2,True,False,True,True,"Beautiful 5-bedroom townhouse in prestigious Jumeirah Views, Jumeirah. Features 6 bathrooms, 2676 sqft of living space. Perfect for families."
LST-007784,4BR Apartment in Jumeirah Views,apartment,4,4,1507,1214671,806,Jumeirah,Jumeirah Views,Azizi Developments,Fatima Al Qassimi,under_contract,2025-03-17,2025-08-31,684,False,1,False,True,False,True,"Beautiful 4-bedroom apartment in prestigious Jumeirah Views, Jumeirah. Features 4 bathrooms, 1507 sqft of living space. Perfect for families."
LST-007785,0BR Studio in Hills Heights,studio,0,2,1398,1127451,806,Emirates Hills,Hills Heights,Omniyat,Rachel Green,active,2024-12-09,2025-08-31,669,True,1,False,False,False,False,"Beautiful 0-bedroom studio in prestigious Hills Heights, Emirates Hills. Features 2 bathrooms, 1398 sqft of living space. Perfect for professionals."
LST-007786,4BR Townhouse in DIFC Central,townhouse,4,6,2469,3484791,1411,DIFC,DIFC Central,Binghatti Developers,Omar Al Zaabi,sold,2025-08-19,2025-08-31,796,False,3,True,True,True,True,"Beautiful 4-bedroom townhouse in prestigious DIFC Central, DIFC. Features 6 bathrooms, 2469 sqft of living space. Perfect for families."
LST-007787,5BR Townhouse in Bay Central,townhouse,5,7,2055,2676513,1302,Business Bay,Bay Central,Deyaar Development,Lisa Thompson,active,2025-02-11,2025-08-31,1398,False,3,True,True,True,True,"Beautiful 5-bedroom townhouse in prestigious Bay Central, Business Bay. Features 7 bathrooms, 2055 sqft of living space. Perfect for families."
LST-007788,4BR Townhouse in Downtown Views,townhouse,4,6,1382,2808256,2032,Downtown Dubai,Downtown Views,Meraas,Michael Brown,withdrawn,2025-04-30,2025-08-31,1747,True,3,True,False,False,True,"Beautiful 4-bedroom townhouse in prestigious Downtown Views, Downtown Dubai. Features 6 bathrooms, 1382 sqft of living space. Perfect for families."
LST-007789,5BR Penthouse in Palm Heights,penthouse,5,5,2713,5745952,2117,Palm Jumeirah,Palm Heights,Meraas,Amanda Davis,active,2025-06-15,2025-08-31,1961,True,3,False,False,False,False,"Beautiful 5-bedroom penthouse in prestigious Palm Heights, Palm Jumeirah. Features 5 bathrooms, 2713 sqft of living space. Perfect for families."
LST-007790,3BR Villa in Jumeirah Residences,villa,3,4,1696,3819015,2251,Jumeirah,Jumeirah Residences,Damac Properties,Khalid Al Suwaidi,under_contract,2024-12-25,2025-08-31,107,False,3,False,False,False,True,"Beautiful 3-bedroom villa in prestigious Jumeirah Residences, Jumeirah. Features 4 bathrooms, 1696 sqft of living space. Perfect for families."
