id,property_id,agent_id,listing_title,listing_description,listing_price,listing_type,status,featured,views_count,inquiries_count,created_date,last_updated,expiry_date,commission_rate
309,168,17,Beautiful Townhouse in Downtown Dubai,"Certain modern what have guy ground indeed ask. My TV environment term say term quickly arm.
Line away according. Us huge team way play.
Daughter road language color accept. Admit traditional ask avoid next Congress generation space. Analysis who eat animal for off morning.
American style cost deep. Moment environment husband indicate create factor performance.
Seek gas expert form close. Top standard seat style.",11897840,Lease,Under Contract,True,696,20,2025-08-23,2025-08-12,2025-08-24,3.94
310,253,49,Beautiful Apartment in Downtown Dubai,"Commodi possimus perferendis nisi iusto commodi. Alias perferendis ut esse optio. Magni quia deserunt.
Itaque ad iure quisquam est esse assumenda. Enim optio neque quibusdam quae esse. Iure commodi asperiores quae. Itaque error earum alias ex quod cum.
Repudiandae voluptas dicta. Cupiditate labore blanditiis minima rem vero.
Dolores atque itaque a sed unde et. Animi molestias incidunt expedita architecto nesciunt assumenda.",14876740,Lease,Sold,False,63,16,2025-08-23,2025-08-14,2025-08-24,3.46
311,416,76,Beautiful Townhouse in Palm Jumeirah,"Iste laboriosam vero amet totam ad quod. Magni perspiciatis fugit qui. Architecto facilis odio architecto.
Nisi tenetur magni quis voluptate esse earum quam. Error consectetur enim molestiae.
Occaecati iste fugit non ducimus maiores vitae. Et explicabo aliquam itaque ex sint. Odit quis nam est corporis corrupti.
Velit tempora ut dolor. Nisi quod excepturi dignissimos atque rem.",10241186,Sale,Rented,True,931,27,2025-08-23,2025-08-06,2025-08-24,4.6
312,405,85,Beautiful Townhouse in Dubai Marina,"Nobis eaque eaque totam nesciunt voluptatibus corporis. Animi soluta accusamus facilis officia. Autem eligendi mollitia sapiente.
Expedita maxime sequi qui. Qui sit delectus ex culpa rerum voluptate.
Minima adipisci sint laborum harum numquam ex. Ipsum veritatis quo et enim recusandae assumenda blanditiis.",8484510,Lease,Under Renovation,False,39,50,2025-08-23,2025-08-07,2025-08-24,3.1
313,440,6,Beautiful Townhouse in Dubai Marina,"Employee at all miss million story address. Low past threat. Keep partner when minute analysis apply.
Unit body nearly outside family local education. Put whole without car hold perform. Dark group fact.
Rest want should.
Discussion here ability himself leg director property. Strong least defense.
Technology item what care. Too now voice we quite write. Out finish public huge protect both reach.",9616165,Sale,Under Construction,False,906,16,2025-08-23,2025-07-31,2025-08-24,2.06
314,62,43,Beautiful Townhouse in Dubai Marina,"Recusandae aut porro dolore. Voluptatem facere reiciendis. Ratione temporibus accusantium voluptate incidunt reiciendis consequatur.
A ab laborum magnam pariatur. Architecto dolorum mollitia dignissimos rem cum. Ratione iure eum dolor magni debitis.
Ut fuga esse eum voluptate. Quas debitis blanditiis dicta facere amet.
Porro atque praesentium quo. Autem nihil consequatur enim adipisci. Sequi excepturi reprehenderit. Atque ex corrupti ex porro alias illo.",8178565,Rent,Under Construction,True,599,21,2025-08-23,2025-08-13,2025-08-24,4.11
315,310,18,Beautiful Villa in Dubai Marina,"Necessitatibus officia officia deserunt. Ea modi error assumenda modi. Pariatur nisi velit aliquid eum expedita.
Numquam ipsam ipsa nesciunt. Odit laudantium voluptates ut delectus corrupti cumque dolorem.
Ab facilis et repellat rerum. Aperiam eveniet excepturi et minima repellat rem. Quo dolorum nisi delectus architecto excepturi.
Neque qui non fugiat enim nam dicta. Soluta dolorum quos asperiores beatae quo quisquam. Recusandae ipsum molestias ut pariatur quos.",7020975,Lease,Available,False,157,39,2025-08-23,2025-07-25,2025-08-24,2.82
316,3,46,Beautiful Villa in Palm Jumeirah,"Special truth coach. Senior bit glass five choice goal author commercial. Tree word catch century.
Assume production well be stage page late standard. Mr mind while also shake gun enter. Book administration window member television.
First itself wish. Much organization agreement space call. Recent state white television practice. Section suddenly Republican factor half address.",9506206,Lease,Rented,True,766,37,2025-08-23,2025-08-18,2025-08-24,3.27
317,164,10,Beautiful Apartment in Dubai Marina,"City word admit standard Republican staff stuff. Kind truth social kind economy feeling yes.
Evidence discussion simply first executive approach realize themselves. Face rate street no with wall. They decide accept mention develop study.
Who bed will boy career finally. Result push every term church training. Case light mission past billion oil career.
Small pull dream professional. None relationship only outside process. Treat ago friend authority.",14666604,Sale,Off Market,True,483,10,2025-08-23,2025-08-22,2025-08-24,2.94
318,176,82,Beautiful Villa in Palm Jumeirah,"Cumque unde dolorem culpa ut. Asperiores ratione minus.
Corrupti quis molestiae. Ducimus quae nobis eligendi laboriosam.
Libero cum eos nobis dolorum corrupti.
Magni dolore beatae fugit. Molestias omnis facilis mollitia hic voluptas ipsa. Dignissimos dolorum nulla.
Natus magni dolorem soluta. Quisquam harum ratione dolor saepe officiis dicta.
Atque animi quasi cumque dolorum vel nisi. Eveniet corporis ea quibusdam veritatis.",10969853,Rent,Rented,True,429,16,2025-08-23,2025-08-23,2025-08-24,3.09
319,208,6,Beautiful Villa in Dubai Marina,"Ipsa consequuntur commodi aliquid officiis nostrum. Fugit aspernatur tempore id accusamus temporibus architecto. Quasi vitae unde quisquam.
Ex iste veniam voluptate accusamus asperiores. Mollitia et blanditiis debitis eius necessitatibus quod.
Cumque sed adipisci laboriosam ullam voluptates. Enim aliquam fugiat neque. Ipsum maiores possimus occaecati similique accusantium culpa blanditiis.",4676425,Rent,Under Contract,True,275,4,2025-08-23,2025-07-31,2025-08-24,4.0
320,66,30,Beautiful Villa in Downtown Dubai,"Statement defense imagine information lose recent around. Vote take prepare option series ground. West attention son unit strong side. Four find not beat page.
Black likely difficult save security power fact. Direction raise cell exactly property animal. Open inside tend customer.
Indeed community add still show them. Store capital head that like.
Republican soon art goal consider. Owner soon into street reduce.
Off interview thus. It room upon article red board.",6520273,Sale,Under Construction,True,961,32,2025-08-23,2025-08-01,2025-08-24,3.39
321,28,27,Beautiful Villa in Palm Jumeirah,"Veritatis laudantium praesentium aliquid.
Fugit aperiam quibusdam quaerat velit officiis hic. Ipsa debitis delectus velit. Aut repudiandae et vel minima eos.
Magnam magnam quas rem veritatis. Iure itaque consequatur quaerat eaque doloribus nam.
Fugiat molestiae pariatur atque. Nobis maiores totam officia aliquam est nobis. Voluptates nobis ipsa laboriosam.
Impedit at corrupti quam a error. Hic incidunt porro nobis adipisci quidem possimus. Magnam architecto quas nihil harum.",8898547,Lease,Rented,False,69,19,2025-08-23,2025-07-29,2025-08-24,3.23
322,107,38,Beautiful Apartment in Downtown Dubai,"Ipsam iusto tempora consectetur sequi animi ut dolore. Possimus nobis necessitatibus suscipit. Quidem corporis facilis voluptatibus sit non molestiae.
Libero voluptates ipsam inventore dolorem placeat commodi dolorum. Autem dolorem sapiente tempore.
Assumenda asperiores alias veniam rem. Tenetur esse ad tenetur dolorem. Placeat dolorum consectetur.
Ipsam illo repudiandae harum. Praesentium rerum cumque quas mollitia. Eum vel similique placeat.
Voluptatem culpa molestiae.",6155720,Rent,Under Construction,True,500,7,2025-08-23,2025-08-04,2025-08-24,2.87
323,232,26,Beautiful Townhouse in Dubai Marina,"Wait between tree benefit. Small contain treat almost off indicate.
Glass child they too attention form spring. Explain drug discuss spend. Have than medical guy price nation.
Phone blood movement case economic citizen as. Bag future lose listen later hold off. Lay station dog throughout similar should. Suggest likely soon unit respond put.
Charge maybe stop society leg skill find. Arrive forward stay mouth continue time.
Along center region.",6413777,Sale,Rented,False,900,3,2025-08-23,2025-08-11,2025-08-24,4.12
324,251,81,Beautiful Apartment in Dubai Marina,"Whatever least everyone few including series decision. Town onto recognize station success.
Standard pay mission store once occur. Drive this heavy. Though energy may.
Young simply little real four list. Medical whom sport blood inside cost.
Surface everything hard look city again yourself two. Kitchen process pressure think camera perhaps.
Free trouble fall particularly pattern leg lawyer. Practice thing same. Minute authority glass central quickly.",1680496,Sale,Sold,False,355,42,2025-08-23,2025-07-29,2025-08-24,4.25
325,380,11,Beautiful Townhouse in Dubai Marina,"Vero tenetur sint ea repellat. Necessitatibus optio quos doloribus impedit delectus. Sit debitis soluta voluptas molestiae.
Quisquam facilis eos sequi pariatur debitis. At voluptatem iusto enim aut ad excepturi et.
Tempore cum dolorem magnam magnam veniam rerum. Sed ex ipsum repellendus fugit molestias. Accusantium ullam labore tenetur neque eaque eaque molestias.",8101172,Sale,Off Market,True,862,48,2025-08-23,2025-08-18,2025-08-24,3.47
326,450,11,Beautiful Apartment in Dubai Marina,"Eos deleniti maiores nobis saepe maiores. Rem ea est corrupti ullam iure excepturi.
Incidunt voluptatem fugit tempore unde autem quibusdam odit. Fuga optio soluta odio in possimus.
Illum earum consequuntur nesciunt eaque. Fugit modi doloribus eveniet laudantium laboriosam.
Modi repellat error beatae rem voluptatum sit sunt. Necessitatibus voluptatum sint. Cum porro libero iusto aperiam.
Illo cumque impedit ad provident beatae. Rem voluptatum occaecati velit.",14507915,Rent,Sold,True,883,18,2025-08-23,2025-08-02,2025-08-24,3.14
327,310,21,Beautiful Apartment in Palm Jumeirah,"Yourself official also concern. Ago me Democrat among. Of try medical tough see author.
Mouth hotel official. Enough take without. Law mention security would.
Understand already last marriage century this. Customer situation prepare. Already story collection provide worry.
Wall boy suggest capital idea security agent. Yard cover machine stuff direction meet. Method across media trouble better trial tend.",8554843,Rent,Under Renovation,False,86,14,2025-08-23,2025-08-18,2025-08-24,3.5
328,232,9,Beautiful Villa in Downtown Dubai,"Dolore voluptate ut iusto qui. Laudantium fugiat quibusdam ex. A cupiditate dolorum blanditiis doloremque deleniti deserunt. Laboriosam debitis quibusdam explicabo deleniti nam.
Animi natus debitis. Sed odio sapiente molestias ex quibusdam quia. Incidunt ducimus nisi cupiditate consequuntur.
Natus nemo deleniti ab. Error autem vitae ad totam.
Laborum nisi praesentium possimus quidem sequi magnam. Ipsam corporis quo eum. Cupiditate iure cum vitae atque exercitationem.",3663383,Rent,Available,False,804,0,2025-08-23,2025-08-11,2025-08-24,2.62
329,270,51,Beautiful Apartment in Palm Jumeirah,"Face share look fly. Mouth support rule television open program these. Budget significant phone enough.
Them whom among idea wear along. Young have value network per. Establish long up drug.
Western practice middle big manager nice white debate. Stand increase wide.
Off those if.
Culture fall bag happen former join. Where body poor he whole economic. Make participant same admit year recent can.
My over beyond action. Blood only style kitchen style word. Important science dream fine.",869980,Rent,Available,False,757,4,2025-08-23,2025-08-10,2025-08-24,4.26
330,48,5,Beautiful Apartment in Downtown Dubai,"So about here before. Full fill impact drop stuff yourself scene.
Born film memory result high style. Until long once crime. Recent short avoid program. Peace many international customer during see here science.
Young hand sure experience. Several individual determine event.
Recently street may. Trial free federal reality rate water. About through far.
Six seven event which course change.",9630428,Rent,Off Market,False,27,39,2025-08-23,2025-07-25,2025-08-24,3.73
331,390,80,Beautiful Townhouse in Palm Jumeirah,"Est velit excepturi sint provident tempore. Similique culpa velit voluptate ratione placeat. Cumque harum quos tenetur iusto.
Explicabo at alias nulla fuga minima. Alias rem nisi in officiis nesciunt eius.
Incidunt harum quia placeat architecto. Rem ullam quasi ullam esse error. Qui ipsam illo asperiores.
In non aliquam sunt dolorum eum.
Maiores earum veniam ex aliquid saepe. Voluptas commodi ut. Dolore aliquam labore facilis cupiditate. Quod totam voluptate distinctio deleniti.",14021144,Sale,Under Contract,True,330,39,2025-08-23,2025-08-23,2025-08-24,3.59
332,88,27,Beautiful Apartment in Downtown Dubai,"Maintain lose add return mean. Any enough agency a. Production above article provide place direction.
Office sea cover fly structure worry. Create continue air effect dream call. State for certainly indicate another door high.
Space people better each require whom space at. Either song easy nor.
Energy believe feeling easy. Threat boy look big.
Physical hospital field imagine. Other account a.
Rule admit pull. Lawyer similar people all herself.",9984320,Sale,Sold,True,689,26,2025-08-23,2025-07-30,2025-08-24,3.04
333,351,55,Beautiful Villa in Downtown Dubai,"Nulla qui itaque. Minima ipsum officia rerum. Voluptates esse sed vel ut occaecati.
Doloremque possimus cum amet alias ratione.
Rem cum ea corporis ut. Iste quasi est. At voluptas hic ducimus saepe nisi nobis.
Harum cumque nesciunt provident. Animi cum eius magnam. Quas molestiae excepturi explicabo possimus sit libero. Praesentium blanditiis deleniti nobis iste ab placeat molestias.",9223816,Rent,Available,True,112,30,2025-08-23,2025-08-15,2025-08-24,4.65
334,156,31,Beautiful Apartment in Dubai Marina,"Space by agency pretty interview. Couple produce shoulder behavior heart street add.
Almost whose civil major. Require news property eye medical experience. People return throughout attack huge board.
Huge certain laugh continue. Direction career financial memory.
Peace to pattern example last be. At today education south.
Building color when church recognize. Task that your evening police relationship say.",3303245,Sale,Off Market,True,97,10,2025-08-23,2025-08-16,2025-08-24,4.3
335,428,95,Beautiful Apartment in Downtown Dubai,"Institution option decade born. Consider performance stop clear door.
Camera share care sure hard. Deal paper degree international bed government work nothing.
Kitchen sure detail be reflect serve staff. Various effect play reduce.
Economy commercial drug as avoid.
Else attorney opportunity best. Artist total blue prevent already resource town.
Party music memory should although enjoy red very. Cost but notice nothing hear. Parent friend century.",6919117,Sale,Available,False,600,31,2025-08-23,2025-08-02,2025-08-24,3.53
336,183,19,Beautiful Apartment in Dubai Marina,"Individual continue item before big fish. Evening through name market not miss pretty hotel.
Them resource industry improve. Song rule good each. Language affect popular participant trial line discover. During wide Republican health participant serious network.
Across sort school technology big put hospital foot. So return reduce level lose wrong push.
Pay culture language. Deep right surface our student democratic.
Despite subject paper become you catch. Firm say thing deal certain.",2273993,Rent,Sold,True,586,46,2025-08-23,2025-08-14,2025-08-24,4.54
337,304,15,Beautiful Townhouse in Palm Jumeirah,"Every exist court war. Perhaps business wife pull. Across body board natural.
When feeling challenge morning. Plant simply agree black player seem. Face bag place garden.
So southern what east. Soon husband specific new heart usually man. Each great nearly little.
Strategy soon together buy effect institution. Key there cup year similar into firm human. Your good someone doctor threat. Pressure Mrs forget money.",14952917,Sale,Off Market,False,719,28,2025-08-23,2025-08-18,2025-08-24,3.46
338,309,60,Beautiful Villa in Palm Jumeirah,"Dolore odit voluptates soluta minus maiores repellat. Animi mollitia porro maiores. Consectetur rerum nulla.
Consequatur eligendi consequatur provident quis eaque minima. Assumenda delectus praesentium.
Provident dolorum tenetur officiis quam quas debitis. Provident debitis saepe voluptatum assumenda cum. Dicta deleniti tenetur quaerat in dicta aperiam maxime.
Magni magni accusantium ea rerum iusto nesciunt. Voluptate ullam dolor deleniti saepe autem.",12022496,Sale,Off Market,True,418,23,2025-08-23,2025-08-20,2025-08-24,4.69
339,278,95,Beautiful Villa in Palm Jumeirah,"Deserunt exercitationem reprehenderit quia excepturi. Magnam soluta beatae.
Distinctio id molestias doloremque deleniti. Similique facere alias illo eveniet dolor est. Officia excepturi necessitatibus laudantium voluptatum pariatur facilis. Culpa ratione ex facilis hic magni minima.
Sit fugiat nisi nulla ipsa maiores. Mollitia laborum dolor earum. Tempore magni facilis inventore doloremque ex.
Numquam eum a. Quidem ad facilis reiciendis laborum quas incidunt.",13763304,Rent,Under Contract,True,192,2,2025-08-23,2025-08-23,2025-08-24,3.78
340,248,14,Beautiful Apartment in Downtown Dubai,"Voluptates non nulla fugit in est dolorum. Ipsam error quos facilis molestias.
Qui consequuntur eaque excepturi quia labore. Nesciunt consectetur harum saepe voluptas est a dicta. Incidunt quae ad vel vitae illum.
Totam voluptate libero cumque dolorum culpa mollitia. Iusto at doloribus aperiam adipisci animi cupiditate.
Voluptas facere culpa voluptatum. Assumenda assumenda necessitatibus sit neque voluptates tempora dolorem.
Mollitia nisi illum laborum itaque. Provident saepe deleniti culpa.",2577559,Sale,Under Construction,False,106,17,2025-08-23,2025-08-17,2025-08-24,4.14
341,98,95,Beautiful Townhouse in Dubai Marina,"Quas rem at nihil velit voluptatibus eveniet. Quas repellendus quia ad quaerat.
Accusamus incidunt voluptas vero porro corrupti quod. Optio molestiae repudiandae error aliquid.
Similique nesciunt doloribus pariatur officiis harum ad laudantium. Voluptatibus consequuntur cumque nihil impedit dolorem nulla. Voluptas excepturi sint id dolores repellendus.",8942189,Sale,Rented,True,620,26,2025-08-23,2025-08-01,2025-08-24,2.75
342,392,59,Beautiful Apartment in Palm Jumeirah,"Deserunt nam rerum accusantium molestiae harum. Enim nam vero sed.
Dolorum labore voluptates reiciendis asperiores adipisci perferendis. Error dicta repudiandae libero vel doloremque officia. Nemo fugit unde esse molestiae illum.
Fugiat cumque possimus voluptatibus autem expedita exercitationem voluptatum. Maiores consequatur modi facere perferendis in minima. Est minus odio atque ex a eum. Voluptas nemo qui numquam assumenda deleniti sed laborum.
Fugiat ea culpa quaerat voluptates.",576521,Sale,Available,False,189,49,2025-08-23,2025-08-20,2025-08-24,4.24
343,220,89,Beautiful Apartment in Dubai Marina,"Citizen still task everyone tough. Benefit we work body.
Onto fish member paper suggest. At let owner road.
Put enjoy attention figure.
Computer away bar structure him test. Control room away up center stock ground set. Final point attention. Wish present show analysis task.
City we seem. Total forward food dream attention.
Current affect each lead ok run finally. Computer lead their painting. Agreement bit able.",6176329,Rent,Under Renovation,True,107,40,2025-08-23,2025-08-03,2025-08-24,2.45
344,448,75,Beautiful Apartment in Dubai Marina,"Strategy chance against chance whatever play admit. Rock rule page just relationship. Town human friend when figure.
Boy notice too senior enough senior fear. Foot PM home learn.
Wait two form weight study. Still treatment pattern side fly. Who better environment.
Police should sign light recently raise continue foot. Show with yard interesting activity. Another main prepare toward need.
Sort bank visit compare answer feel understand despite. Article turn civil.",11845727,Sale,Available,True,856,15,2025-08-23,2025-07-29,2025-08-24,4.32
345,365,17,Beautiful Villa in Downtown Dubai,"Low guess minute season read.
Catch step space outside return discover rate. Religious size safe against yet. Argue modern picture anyone sort spring.
Nature tough form through rather practice edge. But determine various sort people marriage. Collection skin somebody protect across.
Game happen employee glass. Morning explain consumer. Large cover note three actually campaign view.
Seven data practice both one. Board step hotel behind. Toward investment marriage factor rather back understand.",10747725,Lease,Sold,False,607,27,2025-08-23,2025-07-28,2025-08-24,2.57
346,111,31,Beautiful Apartment in Downtown Dubai,"Drug billion fund. Be animal safe mission lose. All think reason fire into past animal.
Against add decade yourself through interesting source. Impact protect itself population heart impact.
Call live moment nothing go color. City job water whether late want get head. Ball there student cost impact.
Quality Democrat light sport accept group cut process. Would offer own affect. Once ago sort defense size.
Far magazine why sell. Year stage mean fill within without center.",3732946,Lease,Off Market,True,817,36,2025-08-23,2025-08-16,2025-08-24,4.7
347,347,74,Beautiful Apartment in Dubai Marina,"Maintain although thus mission throw. Pressure moment worry loss. Political make particular born great.
Him hotel assume whole along current Republican. Team a school however sea. His identify nice right.
Tend just though front. Later goal someone fish.
Structure world determine begin. Region message front have.
Hour size look surface visit. Must improve kitchen black writer. Yet strong price certain week direction school. Walk here experience write recent.",8019280,Lease,Rented,False,446,8,2025-08-23,2025-08-06,2025-08-24,2.77
348,305,65,Beautiful Villa in Downtown Dubai,"Air road subject institution series. Too image yeah hope. Visit really suffer run.
Natural practice sister theory become. Cut office power old staff current. Time nothing cup choice conference who.
Economy recent check. Attorney certain anyone opportunity form forget home. Development trouble save either choice. Government six cost manage mother.
Play my investment sometimes memory real. Technology lead statement themselves war decade.",5418175,Sale,Off Market,True,889,44,2025-08-23,2025-08-10,2025-08-24,2.84
349,268,3,Beautiful Apartment in Palm Jumeirah,"Dignissimos quos consectetur ipsa accusantium nisi. Architecto nisi alias repellat illo provident repudiandae.
Expedita beatae commodi incidunt fugit modi esse. Et veniam sequi ipsam consequatur ad. Non earum sint tenetur.
At consectetur quos sed blanditiis. Modi minus eligendi occaecati itaque dolores vitae. A aspernatur velit exercitationem.
Pariatur laudantium sequi incidunt. Sunt voluptas autem optio eaque. Nostrum iure id qui dolore. Atque sint repellendus sapiente.",11504495,Rent,Under Construction,False,683,8,2025-08-23,2025-08-19,2025-08-24,4.3
350,108,32,Beautiful Townhouse in Downtown Dubai,"Threat model never fast. This woman just good worker any anyone.
Statement store hour history page nothing form. Then Mrs day inside. Discover help reflect no mean small though leader.
Always nation bed skill. Arrive here gun hotel nice four meeting international.
Head society ask exist money federal energy. Decision my third time later issue significant market.
Field parent too laugh possible service gas forget. May meet not can measure. Food material generation return senior buy.",955633,Rent,Under Renovation,True,638,10,2025-08-23,2025-08-16,2025-08-24,4.63
351,285,39,Beautiful Townhouse in Palm Jumeirah,"Economic threat practice institution. Mind performance who hot simple man method.
Real beat wife attack Republican only let without. First visit know direction. Executive at personal black.
Their soon team week first poor. All worry record deal use. Job media me outside road.
Management they adult mention. Note few federal bed already yeah. People size painting sound administration. Analysis nothing Mrs reach face exist.
While alone behavior whom result. President today sing tell follow.",6756620,Rent,Under Construction,False,698,47,2025-08-23,2025-07-27,2025-08-24,2.28
352,316,78,Beautiful Apartment in Dubai Marina,"Professor real too. Technology box benefit. Your opportunity catch lead age class relationship.
Follow continue picture share shake. Person hospital value fine note factor voice.
Arm believe nature often number raise. Interview place challenge star kitchen my produce.
Your sea everybody none product pass standard. Especially industry situation training seven. Happy certainly effect capital.",1000167,Sale,Under Contract,True,499,21,2025-08-23,2025-08-21,2025-08-24,3.35
353,106,48,Beautiful Apartment in Palm Jumeirah,"Odio corporis voluptatum dolorem.
Sit itaque sit impedit. Provident quod autem at. Necessitatibus sapiente facere placeat ducimus exercitationem.
Eum nostrum dignissimos pariatur hic minus voluptatum. Laudantium culpa iste sit. Officia adipisci nihil laudantium.
Iusto illum ad voluptate. Blanditiis sit impedit pariatur exercitationem.
Veritatis ipsum iste. Vitae ea cumque velit illum expedita perferendis. Placeat eos minus tempore debitis. Sit eveniet perspiciatis natus nostrum nostrum.",899347,Sale,Sold,True,815,39,2025-08-23,2025-08-09,2025-08-24,3.25
354,102,65,Beautiful Townhouse in Downtown Dubai,"Tempora dolores aut. Iste itaque eaque odio dolorum pariatur. Quae at explicabo eum beatae sunt quasi velit.
Fugiat officiis dolorum iusto omnis illo. Neque tempora dolorem possimus tempora.
In numquam quidem ab nostrum assumenda. Suscipit mollitia in ullam totam et. Nihil repellendus numquam incidunt.
Culpa provident eaque aliquid. Excepturi sunt eaque reprehenderit ab at dignissimos.
Maxime hic sint officia quos corrupti.",13375975,Rent,Off Market,False,277,9,2025-08-23,2025-08-04,2025-08-24,4.98
355,383,4,Beautiful Townhouse in Downtown Dubai,"Party manage appear. Film each offer well recent for. Suddenly respond book effect prepare debate.
Place this culture decide trouble my health. Court keep glass ahead. Yes successful enjoy couple million job without.
Little each member apply source couple. Particular detail truth news here. Behavior phone coach issue.
Practice federal country child father. Part stand technology after participant half leg. Get this enjoy money per.",2846805,Rent,Under Construction,True,509,17,2025-08-23,2025-08-19,2025-08-24,4.5
356,79,70,Beautiful Townhouse in Palm Jumeirah,"Optio nam quasi numquam nemo nam rerum. Soluta in debitis possimus. Fuga at rem quam a facilis.
Magnam rerum quibusdam. Optio cupiditate ab asperiores unde aperiam.
Maxime iste deleniti totam voluptatum doloremque. Laboriosam adipisci harum culpa. Accusantium minima occaecati reiciendis.
Quibusdam esse veniam impedit est. Magni dolorem exercitationem labore libero magni quidem. Necessitatibus doloremque dignissimos autem.",3815782,Rent,Under Contract,True,238,18,2025-08-23,2025-07-31,2025-08-24,4.73
357,343,69,Beautiful Villa in Downtown Dubai,"Tempora rem inventore delectus recusandae possimus esse aliquam.
Fuga dolore quibusdam impedit quo amet. Explicabo facere impedit unde accusantium.
Cumque totam aspernatur. Autem facere tempore cum optio maxime possimus. Atque ipsa iure impedit doloribus optio veniam hic.
Velit voluptatum sapiente nobis rem eius. Reiciendis totam eligendi.
Saepe eligendi earum distinctio nisi delectus ullam optio. Asperiores voluptate esse beatae nesciunt ea molestiae maiores. Quae et odit laudantium.",14376899,Rent,Under Construction,True,506,37,2025-08-23,2025-07-29,2025-08-24,3.33
358,372,11,Beautiful Townhouse in Downtown Dubai,"Fugit ipsum illo enim deleniti eligendi nesciunt necessitatibus. Sunt nulla et architecto eligendi.
Qui unde quam placeat iste fuga consequatur. Officia vitae sit. Vero optio ratione quidem.
Sunt animi modi ducimus commodi amet.
Tempore doloribus necessitatibus debitis minima. Iure natus quaerat minus natus. Tempora quasi est.
Tempora reiciendis minima delectus tempora voluptate nam. Et recusandae mollitia id velit harum placeat ratione. Earum numquam atque ratione.",3610924,Rent,Sold,True,986,29,2025-08-23,2025-08-06,2025-08-24,2.63
359,315,1,Beautiful Apartment in Dubai Marina,"Atque vitae et rem deserunt consequuntur. Animi amet velit velit doloribus. Dicta totam ratione aliquid ipsam nisi.
A sed itaque. Ipsam quidem dolor delectus.
Mollitia dolore impedit laudantium. Vitae praesentium magni nihil eos magnam.
Suscipit repellat culpa eligendi. Excepturi quo magnam nam temporibus. Accusantium maiores itaque est sint tempora.
Modi ea sit quibusdam consequuntur quis vel. Tempora ut fuga quas atque cupiditate.",10065562,Sale,Available,True,376,7,2025-08-23,2025-08-13,2025-08-24,2.36
360,386,82,Beautiful Villa in Downtown Dubai,"Onto thus adult should reason music. Water allow reflect individual.
Too son president wind college. Decision purpose somebody brother group. Treatment over stay wrong blue cut moment.
Share participant beat model perform specific mind. Sell summer who team.
Hand sometimes maintain grow her prevent hand. Compare ok sort where. Meet professor never again address great treatment.
Decade television eye live arrive board Mr. Ever open attorney operation chance.",1117632,Sale,Under Renovation,True,538,39,2025-08-23,2025-08-23,2025-08-24,3.0
361,285,26,Beautiful Townhouse in Dubai Marina,"Note book rock drive ball exist. Buy card which say task fire set page. Audience especially serve nor room be money federal.
Music second wife up.
Improve adult service letter none resource close. Former force training card now up voice.
Safe anyone possible seek. Make player final government American nearly money. Debate read threat.
Argue ability bit guy democratic station back. Leave foreign thing yet Mr. American real community majority nothing occur.",5601116,Sale,Available,True,678,44,2025-08-23,2025-08-01,2025-08-24,3.35
362,250,70,Beautiful Apartment in Downtown Dubai,"Cum ad sint. Culpa magnam sint excepturi nostrum ipsam minus.
Porro tenetur provident vitae. Possimus quasi facere. Veniam quas voluptatum.
Dicta repellendus fugiat laboriosam voluptas perferendis reiciendis dolor. Nam culpa vero impedit aliquid minima perspiciatis. Eaque illum voluptatum ad minus tempora omnis quaerat.
Earum voluptatibus sint recusandae suscipit quia. Accusamus ipsam aut. Eaque quam numquam quaerat exercitationem nobis est.",6484556,Sale,Under Renovation,True,632,32,2025-08-23,2025-08-22,2025-08-24,2.4
363,16,78,Beautiful Villa in Palm Jumeirah,"Several act wall theory history necessary until. Kid information really so late.
Least development need wait. Best raise reduce machine score allow.
Board live end manage also case fear few. Four evidence national as song early.
Evidence require citizen will tough mind. Activity already billion wide sister national. All society lay capital home.
Yourself ten beat age. Future position budget summer.
They make wish no necessary most. Better fear never final vote. Act mention group challenge.",9356660,Sale,Sold,False,908,27,2025-08-23,2025-08-08,2025-08-24,4.95
364,472,17,Beautiful Villa in Dubai Marina,"Letter administration lose factor coach occur southern. Approach true water catch.
Can continue stuff candidate ball enough lead medical. Never job off stage key defense.
Write audience hit image religious kind thousand. Police nor ever past probably wonder. Agree usually coach wide market.
Seven decision society season series. Establish approach news theory.
Happy fine beautiful free will.",7225660,Lease,Rented,True,952,2,2025-08-23,2025-07-25,2025-08-24,4.81
365,466,13,Beautiful Townhouse in Downtown Dubai,"Eaque similique ducimus accusamus architecto. Nisi cupiditate illo fuga accusantium ducimus. Quaerat dignissimos explicabo maiores maiores.
Laboriosam atque veniam ipsum soluta rem placeat. Adipisci neque natus modi. Sequi voluptates similique nisi culpa in velit.
Eveniet exercitationem assumenda exercitationem dolor facere. Iste nostrum ad dolore nihil quis nisi. Voluptatibus ipsum perspiciatis maiores eligendi reiciendis.",2168097,Sale,Available,True,57,5,2025-08-23,2025-08-09,2025-08-24,3.1
